Airline,Journey_Date,Journey_Day,Journey_Month,Flight_Time_Slot,Source,Destination,Route,Airports_Visited,Route_Type,Departure_Time,Arrival_Time,Arrival_Day,Duration,Total_Stops,Additional_Info,Price,Duration_Minutes,Extra_Baggage_Payment
Air India,09-05-2019,Thursday,May,Evening,Banglore,Delhi,BLR → DEL,2,Direct,21:05,23:55,09-05-2019,2h 50m,0,No info,6121,170,Yes
Air India,24-06-2019,Monday,June,Night,Delhi,Cochin,DEL → BOM → COK,3,One Stop,3:50,19:15,24-06-2019,15h 25m,1,No info,8669,925,Yes
Multiple carriers,18-05-2019,Saturday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,6:00,19:15,18-05-2019,13h 15m,1,No info,8476,795,Yes
SpiceJet,21-06-2019,Friday,June,Night,Mumbai,Hyderabad,BOM → HYD,2,Direct,5:45,7:15,21-06-2019,1h 30m,0,No check-in baggage included,2647,90,Yes
Jet Airways,06-06-2019,Thursday,June,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,20:55,19:00,07-06-2019,22h 5m,1,No info,14714,1325,Yes
Air India,06-03-2019,Wednesday,March,Evening,Delhi,Cochin,DEL → BLR → COK,3,One Stop,20:30,8:15,07-03-2019,11h 45m,1,No info,10566,705,Yes
Jet Airways,15-06-2019,Saturday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,11:30,19:00,15-06-2019,7h 30m,1,In-flight meal not included,10262,450,Yes
Multiple carriers,21-03-2019,Thursday,March,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,10:00,1:35,22-03-2019,15h 35m,1,No info,8098,935,Yes
Multiple carriers,27-03-2019,Wednesday,March,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,10:00,21:00,27-03-2019,11h,1,No info,6883,660,Yes
Multiple carriers,15-06-2019,Saturday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,10:00,19:15,15-06-2019,9h 15m,1,No info,16108,555,Yes
SpiceJet,18-03-2019,Monday,March,Afternoon,Kolkata,Banglore,CCU → BLR,2,Direct,17:15,19:45,18-03-2019,2h 30m,0,No check-in baggage included,4413,150,Yes
Jet Airways,01-06-2019,Saturday,June,Afternoon,Delhi,Cochin,DEL → NAG → BOM → COK,4,Two Stops,14:35,12:35,02-06-2019,22h,2,In-flight meal not included,10919,1320,Yes
IndiGo,09-05-2019,Thursday,May,Evening,Kolkata,Banglore,CCU → BLR,2,Direct,21:25,0:05,10-05-2019,2h 40m,0,No info,4804,160,Yes
Jet Airways,06-06-2019,Thursday,June,Evening,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,20:25,10:55,07-06-2019,14h 30m,1,In-flight meal not included,10539,870,Yes
IndiGo,09-03-2019,Saturday,March,Evening,Banglore,New Delhi,BLR → DEL,2,Direct,22:20,1:10,10-03-2019,2h 50m,0,No info,4377,170,Yes
Air India,06-06-2019,Thursday,June,Morning,Banglore,Delhi,BLR → DEL,2,Direct,6:10,8:55,06-06-2019,2h 45m,0,No info,6961,165,Yes
Multiple carriers,27-05-2019,Monday,May,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,13:00,21:00,27-05-2019,8h,1,No info,7408,480,Yes
IndiGo,09-05-2019,Thursday,May,Evening,Banglore,Delhi,BLR → DEL,2,Direct,18:55,21:50,09-05-2019,2h 55m,0,No info,4823,175,Yes
IndiGo,21-03-2019,Thursday,March,Afternoon,Kolkata,Banglore,CCU → BLR,2,Direct,14:20,16:55,21-03-2019,2h 35m,0,No info,5198,155,Yes
Jet Airways,01-06-2019,Saturday,June,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,17:30,19:00,01-06-2019,25h 30m,1,In-flight meal not included,10262,1530,Yes
Vistara,27-04-2019,Saturday,April,Afternoon,Banglore,Delhi,BLR → DEL,2,Direct,17:00,19:35,27-04-2019,2h 35m,0,No info,5613,155,Yes
Jet Airways,12-06-2019,Wednesday,June,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,20:55,4:25,13-06-2019,7h 30m,1,In-flight meal not included,10262,450,Yes
IndiGo,03-05-2019,Friday,May,Morning,Mumbai,Hyderabad,BOM → HYD,2,Direct,9:10,10:40,03-05-2019,1h 30m,0,No info,5755,90,Yes
Vistara,21-05-2019,Tuesday,May,Morning,Chennai,Kolkata,MAA → CCU,2,Direct,7:05,9:20,21-05-2019,2h 15m,0,No info,3687,135,Yes
Jet Airways,03-06-2019,Monday,June,Evening,Mumbai,Hyderabad,BOM → HYD,2,Direct,19:35,21:05,03-06-2019,1h 30m,0,No info,5678,90,Yes
Multiple carriers,21-03-2019,Thursday,March,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,18:15,1:35,22-03-2019,7h 20m,1,No info,13542,440,Yes
Jet Airways,21-03-2019,Thursday,March,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,19:15,18:50,22-03-2019,23h 35m,1,No info,12347,1415,Yes
Jet Airways,21-05-2019,Tuesday,May,Morning,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,9:35,19:10,21-05-2019,9h 35m,1,In-flight meal not included,12384,575,Yes
Jet Airways,09-04-2019,Tuesday,April,Night,Delhi,Cochin,DEL → JAI → BOM → COK,4,Two Stops,5:30,4:25,10-04-2019,22h 55m,2,No info,10909,1375,Yes
IndiGo,03-06-2019,Monday,June,Afternoon,Banglore,Delhi,BLR → DEL,2,Direct,16:55,19:55,03-06-2019,3h,0,No info,4823,180,Yes
IndiGo,12-06-2019,Wednesday,June,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,16:00,21:00,12-06-2019,5h,1,No info,6069,300,Yes
Jet Airways,21-05-2019,Tuesday,May,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,16:00,19:00,21-05-2019,27h,1,In-flight meal not included,12898,1620,Yes
IndiGo,15-06-2019,Saturday,June,Night,Kolkata,Banglore,CCU → BLR,2,Direct,4:40,7:15,15-06-2019,2h 35m,0,No info,4804,155,Yes
Jet Airways,24-03-2019,Sunday,March,Morning,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,8:25,4:45,25-03-2019,20h 20m,1,In-flight meal not included,10031,1220,Yes
IndiGo,09-06-2019,Sunday,June,Morning,Delhi,Cochin,DEL → HYD → COK,3,One Stop,7:35,22:30,09-06-2019,14h 55m,1,No info,6442,895,Yes
Air India,21-05-2019,Tuesday,May,Afternoon,Delhi,Cochin,DEL → JAI → BOM → COK,4,Two Stops,12:00,7:40,22-05-2019,19h 40m,2,No info,9653,1180,Yes
Vistara,09-06-2019,Sunday,June,Afternoon,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,17:00,20:20,09-06-2019,27h 20m,1,No info,8610,1640,Yes
Jet Airways,12-06-2019,Wednesday,June,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,14:00,19:00,12-06-2019,5h,1,No info,14714,300,Yes
Air India,01-03-2019,Friday,March,Night,Banglore,New Delhi,BLR → AMD → DEL,3,One Stop,0:30,23:55,01-03-2019,23h 25m,1,1 Long layover,12599,1405,Yes
Multiple carriers,09-05-2019,Thursday,May,Night,Delhi,Cochin,DEL → BOM → COK,3,One Stop,4:55,19:00,09-05-2019,14h 5m,1,No info,9103,845,Yes
Jet Airways,21-05-2019,Tuesday,May,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,22:50,4:25,22-05-2019,5h 35m,1,In-flight meal not included,12898,335,Yes
SpiceJet,06-06-2019,Thursday,June,Night,Mumbai,Hyderabad,BOM → HYD,2,Direct,5:45,7:15,06-06-2019,1h 30m,0,No check-in baggage included,2647,90,Yes
Jet Airways,03-03-2019,Sunday,March,Morning,Mumbai,Hyderabad,BOM → HYD,2,Direct,7:10,8:35,03-03-2019,1h 25m,0,No info,5678,85,Yes
Jet Airways,18-05-2019,Saturday,May,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,19:15,12:35,19-05-2019,17h 20m,1,In-flight meal not included,12373,1040,Yes
SpiceJet,27-03-2019,Wednesday,March,Afternoon,Kolkata,Banglore,CCU → BLR,2,Direct,17:15,19:45,27-03-2019,2h 30m,0,No info,3847,150,Yes
Jet Airways,21-05-2019,Tuesday,May,Afternoon,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,17:00,18:00,21-05-2019,25h,1,No info,14151,1500,Yes
Jet Airways,06-03-2019,Wednesday,March,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,8:00,4:25,07-03-2019,20h 25m,1,In-flight meal not included,13843,1225,Yes
Jet Airways,18-05-2019,Saturday,May,Afternoon,Banglore,Delhi,BLR → DEL,2,Direct,15:15,18:10,18-05-2019,2h 55m,0,No info,7229,175,Yes
Jet Airways,18-06-2019,Tuesday,June,Night,Mumbai,Hyderabad,BOM → HYD,2,Direct,2:55,4:20,18-06-2019,1h 25m,0,In-flight meal not included,4995,85,Yes
Jet Airways,06-06-2019,Thursday,June,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,20:55,4:25,07-06-2019,7h 30m,1,In-flight meal not included,10262,450,Yes
Jet Airways,09-05-2019,Thursday,May,Night,Delhi,Cochin,DEL → JAI → BOM → COK,4,Two Stops,5:30,4:25,10-05-2019,22h 55m,2,In-flight meal not included,13029,1375,Yes
Jet Airways,09-03-2019,Saturday,March,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,19:15,4:25,10-03-2019,9h 10m,1,In-flight meal not included,14053,550,Yes
Jet Airways,01-03-2019,Friday,March,Afternoon,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,16:55,7:40,02-03-2019,14h 45m,1,1 Long layover,26890,885,Yes
SpiceJet,01-04-2019,Monday,April,Afternoon,Kolkata,Banglore,CCU → BLR,2,Direct,17:10,19:40,01-04-2019,2h 30m,0,No check-in baggage included,3841,150,Yes
Air India,01-03-2019,Friday,March,Morning,Banglore,New Delhi,BLR → VGA → DEL,3,One Stop,10:30,22:55,01-03-2019,12h 25m,1,No info,11003,745,Yes
Vistara,09-04-2019,Tuesday,April,Morning,Banglore,Delhi,BLR → DEL,2,Direct,11:30,14:20,09-04-2019,2h 50m,0,No info,5403,170,Yes
Multiple carriers,03-03-2019,Sunday,March,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,8:00,18:50,03-03-2019,10h 50m,1,No info,15342,650,Yes
Air India,12-06-2019,Wednesday,June,Evening,Kolkata,Banglore,CCU → DEL → COK → BLR,4,Two Stops,20:30,13:45,13-06-2019,17h 15m,2,No info,12224,1035,Yes
IndiGo,15-03-2019,Friday,March,Evening,Chennai,Kolkata,MAA → CCU,2,Direct,19:35,21:55,15-03-2019,2h 20m,0,No info,6297,140,Yes
SpiceJet,01-05-2019,Wednesday,May,Afternoon,Kolkata,Banglore,CCU → IXB → BLR,3,One Stop,15:55,21:25,01-05-2019,5h 30m,1,No info,8844,330,No
Multiple carriers,01-06-2019,Saturday,June,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,14:00,1:30,02-06-2019,11h 30m,1,No info,13377,690,No
GoAir,09-03-2019,Saturday,March,Evening,Banglore,New Delhi,BLR → DEL,2,Direct,20:55,23:50,09-03-2019,2h 55m,0,No info,5706,175,No
Air India,12-06-2019,Wednesday,June,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,21:00,7:40,13-06-2019,10h 40m,1,No info,8372,640,No
IndiGo,27-05-2019,Monday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,6:40,21:00,27-05-2019,14h 20m,1,No info,6526,860,No
IndiGo,01-06-2019,Saturday,June,Afternoon,Banglore,Delhi,BLR → DEL,2,Direct,16:55,19:45,01-06-2019,2h 50m,0,No info,4823,170,No
IndiGo,24-06-2019,Monday,June,Afternoon,Mumbai,Hyderabad,BOM → HYD,2,Direct,16:55,18:25,24-06-2019,1h 30m,0,No info,3175,90,No
Multiple carriers,06-05-2019,Monday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,9:00,19:00,06-05-2019,10h,1,No info,10407,600,No
IndiGo,18-04-2019,Thursday,April,Night,Banglore,Delhi,BLR → DEL,2,Direct,4:00,6:50,18-04-2019,2h 50m,0,No info,4423,170,No
Vistara,09-05-2019,Thursday,May,Afternoon,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,17:00,20:20,09-05-2019,27h 20m,1,No info,9555,1640,No
Jet Airways,01-04-2019,Monday,April,Afternoon,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,16:30,16:20,02-04-2019,23h 50m,1,No info,12681,1430,No
Jet Airways,06-06-2019,Thursday,June,Afternoon,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,14:05,4:40,07-06-2019,14h 35m,1,No info,13059,875,No
Jet Airways,09-05-2019,Thursday,May,Afternoon,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,16:30,10:05,10-05-2019,17h 35m,1,In-flight meal not included,8586,1055,No
GoAir,06-04-2019,Saturday,April,Evening,Banglore,Delhi,BLR → DEL,2,Direct,20:55,23:40,06-04-2019,2h 45m,0,No info,3419,165,No
SpiceJet,03-06-2019,Monday,June,Afternoon,Kolkata,Banglore,CCU → BLR,2,Direct,17:10,19:40,03-06-2019,2h 30m,0,No info,3873,150,No
Air India,06-06-2019,Thursday,June,Morning,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,10:00,20:25,06-06-2019,10h 25m,1,No info,10203,625,No
Jet Airways,27-05-2019,Monday,May,Evening,Delhi,Cochin,DEL → JAI → BOM → COK,4,Two Stops,19:30,4:25,28-05-2019,8h 55m,2,In-flight meal not included,13029,535,No
Jet Airways,15-05-2019,Wednesday,May,Afternoon,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,16:30,22:35,15-05-2019,6h 5m,1,In-flight meal not included,10844,365,No
Jet Airways,24-03-2019,Sunday,March,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,18:55,8:10,25-03-2019,13h 15m,1,In-flight meal not included,11134,795,No
Vistara,12-06-2019,Wednesday,June,Evening,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,20:20,18:50,13-06-2019,22h 30m,1,No info,8610,1350,No
IndiGo,15-04-2019,Monday,April,Evening,Kolkata,Banglore,CCU → BLR,2,Direct,20:20,22:55,15-04-2019,2h 35m,0,No info,4174,155,No
Jet Airways,09-03-2019,Saturday,March,Morning,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,8:00,9:30,09-03-2019,25h 30m,1,In-flight meal not included,11087,1530,No
SpiceJet,18-06-2019,Tuesday,June,Evening,Banglore,Delhi,BLR → DEL,2,Direct,21:10,0:05,19-06-2019,2h 55m,0,No info,3971,175,No
Jet Airways,09-04-2019,Tuesday,April,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,7:05,19:00,09-04-2019,11h 55m,1,No info,17531,715,No
SpiceJet,06-06-2019,Thursday,June,Night,Banglore,Delhi,BLR → DEL,2,Direct,5:55,8:35,06-06-2019,2h 40m,0,No check-in baggage included,3573,160,No
Air India,01-05-2019,Wednesday,May,Morning,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,9:25,7:55,02-05-2019,22h 30m,1,No info,8366,1350,No
Air India,03-03-2019,Sunday,March,Afternoon,Kolkata,Banglore,CCU → BLR,2,Direct,14:15,16:45,03-03-2019,2h 30m,0,No info,13885,150,No
Multiple carriers,09-06-2019,Sunday,June,Afternoon,Delhi,Cochin,DEL → IXU → BOM → COK,4,Two Stops,17:50,1:30,10-06-2019,7h 40m,2,No info,18485,460,No
Air Asia,27-04-2019,Saturday,April,Evening,Kolkata,Banglore,CCU → BLR,2,Direct,19:55,22:25,27-04-2019,2h 30m,0,No info,4409,150,No
Vistara,01-05-2019,Wednesday,May,Evening,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,20:20,23:25,01-05-2019,27h 5m,1,No info,8085,1625,No
Multiple carriers,06-06-2019,Thursday,June,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,17:30,1:30,07-06-2019,8h,1,No info,13377,480,No
Air India,21-05-2019,Tuesday,May,Afternoon,Delhi,Cochin,DEL → UDR → BOM → COK,4,Two Stops,13:20,7:40,22-05-2019,18h 20m,2,No info,13538,1100,No
Multiple carriers,06-03-2019,Wednesday,March,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,19:00,1:35,07-03-2019,6h 35m,1,No info,15147,395,No
Jet Airways,27-05-2019,Monday,May,Morning,Banglore,Delhi,BLR → DEL,2,Direct,11:10,14:05,27-05-2019,2h 55m,0,In-flight meal not included,4030,175,No
Multiple carriers,06-06-2019,Thursday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,8:00,19:15,06-06-2019,11h 15m,1,No info,14848,675,No
Jet Airways,18-03-2019,Monday,March,Evening,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,22:50,8:15,19-03-2019,9h 25m,1,No info,13555,565,No
Air India,18-05-2019,Saturday,May,Morning,Delhi,Cochin,DEL → HYD → MAA → COK,4,Two Stops,7:05,9:25,18-05-2019,26h 20m,2,No info,10975,1580,No
Jet Airways,21-05-2019,Tuesday,May,Morning,Delhi,Cochin,DEL → JAI → BOM → COK,4,Two Stops,9:40,12:35,21-05-2019,26h 55m,2,In-flight meal not included,13029,1615,No
Jet Airways,12-05-2019,Sunday,May,Morning,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,8:25,9:20,12-05-2019,24h 55m,1,In-flight meal not included,9663,1495,No
Jet Airways,01-06-2019,Saturday,June,Morning,Mumbai,Hyderabad,BOM → HYD,2,Direct,10:20,11:50,01-06-2019,1h 30m,0,In-flight meal not included,4050,90,No
Jet Airways,03-06-2019,Monday,June,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,17:30,4:25,04-06-2019,10h 55m,1,No info,14714,655,No
Air India,01-03-2019,Friday,March,Morning,Banglore,New Delhi,BLR → VGA → HYD → DEL,4,Two Stops,10:30,21:25,01-03-2019,10h 55m,2,No info,11213,655,No
Jet Airways,09-04-2019,Tuesday,April,Morning,Banglore,Delhi,BLR → DEL,2,Direct,6:00,8:45,09-04-2019,2h 45m,0,In-flight meal not included,4544,165,No
SpiceJet,15-06-2019,Saturday,June,Morning,Kolkata,Banglore,CCU → BLR,2,Direct,9:00,11:25,15-06-2019,2h 25m,0,No info,3873,145,No
Multiple carriers,09-04-2019,Tuesday,April,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,13:00,21:00,09-04-2019,8h,1,No info,12537,480,No
Jet Airways,06-05-2019,Monday,May,Morning,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,9:35,19:10,06-05-2019,9h 35m,1,No info,13067,575,No
Air India,15-03-2019,Friday,March,Morning,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,6:45,12:15,15-03-2019,5h 30m,1,No info,8714,330,No
Jet Airways,03-06-2019,Monday,June,Afternoon,Delhi,Cochin,DEL → NAG → BOM → COK,4,Two Stops,14:35,12:35,04-06-2019,22h,2,No info,13376,1320,No
SpiceJet,27-06-2019,Thursday,June,Morning,Chennai,Kolkata,MAA → CCU,2,Direct,8:20,10:35,27-06-2019,2h 15m,0,No info,3597,135,No
Multiple carriers,18-05-2019,Saturday,May,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,12:50,1:30,19-05-2019,12h 40m,1,No info,7670,760,No
Air India,24-03-2019,Sunday,March,Morning,Kolkata,Banglore,CCU → GAU → DEL → BLR,4,Two Stops,9:50,23:15,24-03-2019,37h 25m,2,No info,14410,2245,No
Air India,15-05-2019,Wednesday,May,Morning,Delhi,Cochin,DEL → MAA → COK,3,One Stop,9:45,9:25,16-05-2019,23h 40m,1,No info,7480,1420,No
Jet Airways,09-05-2019,Thursday,May,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,20:00,18:15,10-05-2019,22h 15m,1,No info,13584,1335,No
Jet Airways,01-03-2019,Friday,March,Afternoon,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,16:55,10:25,02-03-2019,17h 30m,1,1 Long layover,25735,1050,No
Jet Airways,01-04-2019,Monday,April,Afternoon,Banglore,Delhi,BLR → DEL,2,Direct,17:45,20:45,01-04-2019,3h,0,In-flight meal not included,4544,180,No
Multiple carriers,21-05-2019,Tuesday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,9:15,19:15,21-05-2019,10h,1,No info,8099,600,No
Jet Airways,15-05-2019,Wednesday,May,Afternoon,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,16:30,4:40,16-05-2019,12h 10m,1,In-flight meal not included,10844,730,No
Jet Airways,21-03-2019,Thursday,March,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,19:15,4:25,22-03-2019,9h 10m,1,No info,12557,550,No
Jet Airways,09-05-2019,Thursday,May,Morning,Delhi,Cochin,DEL → COK,2,Direct,11:00,14:15,09-05-2019,3h 15m,0,No info,9564,195,No
Jet Airways,12-03-2019,Tuesday,March,Evening,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,21:25,9:30,13-03-2019,12h 5m,1,No info,13817,725,No
Jet Airways,18-05-2019,Saturday,May,Morning,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,9:35,19:10,18-05-2019,9h 35m,1,In-flight meal not included,12384,575,No
Multiple carriers,21-05-2019,Tuesday,May,Night,Delhi,Cochin,DEL → BOM → COK,3,One Stop,4:55,19:15,21-05-2019,14h 20m,1,No info,7575,860,No
Air India,06-05-2019,Monday,May,Afternoon,Kolkata,Banglore,CCU → GAU → DEL → BLR,4,Two Stops,16:45,12:00,07-05-2019,19h 15m,2,No info,14120,1155,No
Multiple carriers,09-03-2019,Saturday,March,Morning,Delhi,Cochin,DEL → HYD → COK,3,One Stop,7:05,22:20,09-03-2019,15h 15m,1,No info,6916,915,No
Multiple carriers,27-05-2019,Monday,May,Morning,Delhi,Cochin,DEL → HYD → COK,3,One Stop,7:10,22:30,27-05-2019,15h 20m,1,No info,7878,920,No
Jet Airways,18-03-2019,Monday,March,Evening,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,22:50,20:20,19-03-2019,21h 30m,1,In-flight meal not included,11087,1290,No
IndiGo,27-04-2019,Saturday,April,Afternoon,Kolkata,Banglore,CCU → BLR,2,Direct,14:25,16:55,27-04-2019,2h 30m,0,No info,4804,150,No
SpiceJet,15-06-2019,Saturday,June,Morning,Chennai,Kolkata,MAA → CCU,2,Direct,9:45,12:00,15-06-2019,2h 15m,0,No info,3597,135,No
Air India,15-05-2019,Wednesday,May,Night,Kolkata,Banglore,CCU → IXR → DEL → BLR,4,Two Stops,5:50,16:15,15-05-2019,34h 25m,2,No info,12723,2065,No
IndiGo,15-05-2019,Wednesday,May,Evening,Mumbai,Hyderabad,BOM → HYD,2,Direct,20:05,21:40,15-05-2019,1h 35m,0,No info,2227,95,No
Air India,24-05-2019,Friday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,7:00,19:15,24-05-2019,12h 15m,1,No info,9929,735,No
Jet Airways,09-06-2019,Sunday,June,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,21:10,9:20,10-06-2019,12h 10m,1,In-flight meal not included,11841,730,No
Jet Airways,09-05-2019,Thursday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,11:30,4:25,10-05-2019,16h 55m,1,In-flight meal not included,12373,1015,No
Jet Airways,21-05-2019,Tuesday,May,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,20:55,19:00,22-05-2019,22h 5m,1,In-flight meal not included,12898,1325,No
Air India,03-03-2019,Sunday,March,Night,Delhi,Cochin,DEL → BHO → BOM → COK,4,Two Stops,5:55,7:40,03-03-2019,25h 45m,2,No info,15113,1545,No
Multiple carriers,18-05-2019,Saturday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,11:40,19:00,18-05-2019,7h 20m,1,No info,10529,440,No
Air India,27-03-2019,Wednesday,March,Afternoon,Delhi,Cochin,DEL → HYD → BOM → COK,4,Two Stops,13:05,7:40,28-03-2019,18h 35m,2,No info,8875,1115,No
Jet Airways,15-05-2019,Wednesday,May,Morning,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,8:25,20:45,15-05-2019,12h 20m,1,In-flight meal not included,10844,740,No
Air India,01-03-2019,Friday,March,Morning,Banglore,New Delhi,BLR → DEL,2,Direct,6:10,8:55,01-03-2019,2h 45m,0,No info,15676,165,No
Jet Airways,01-04-2019,Monday,April,Morning,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,8:25,23:35,01-04-2019,15h 10m,1,In-flight meal not included,7064,910,No
Jet Airways,09-06-2019,Sunday,June,Morning,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,8:25,19:50,09-06-2019,11h 25m,1,In-flight meal not included,10844,685,No
Jet Airways,06-03-2019,Wednesday,March,Afternoon,Mumbai,Hyderabad,BOM → DEL → HYD,3,One Stop,14:00,16:50,06-03-2019,26h 50m,1,No info,19595,1610,No
Jet Airways,01-05-2019,Wednesday,May,Afternoon,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,14:05,8:15,02-05-2019,18h 10m,1,No info,13941,1090,No
IndiGo,21-03-2019,Thursday,March,Morning,Delhi,Cochin,DEL → HYD → COK,3,One Stop,8:35,16:10,21-03-2019,7h 35m,1,No info,6790,455,No
SpiceJet,27-04-2019,Saturday,April,Morning,Kolkata,Banglore,CCU → BLR,2,Direct,9:00,11:25,27-04-2019,2h 25m,0,No check-in baggage included,3841,145,No
Jet Airways,18-03-2019,Monday,March,Morning,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,11:40,9:00,19-03-2019,21h 20m,1,In-flight meal not included,11087,1280,No
Air India,15-05-2019,Wednesday,May,Evening,Delhi,Cochin,DEL → AMD → BOM → COK,4,Two Stops,19:45,19:15,16-05-2019,23h 30m,2,No info,11491,1410,No
IndiGo,09-04-2019,Tuesday,April,Night,Banglore,Delhi,BLR → DEL,2,Direct,5:30,8:20,09-04-2019,2h 50m,0,No info,3943,170,No
Jet Airways,01-03-2019,Friday,March,Morning,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,11:40,7:40,02-03-2019,20h,1,No info,22270,1200,No
Vistara,09-06-2019,Sunday,June,Afternoon,Banglore,Delhi,BLR → DEL,2,Direct,17:00,19:35,09-06-2019,2h 35m,0,No info,4878,155,No
Jet Airways,09-06-2019,Sunday,June,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,22:50,4:25,10-06-2019,5h 35m,1,No info,14714,335,No
Multiple carriers,24-06-2019,Monday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,6:40,19:00,24-06-2019,12h 20m,1,No info,10877,740,No
Air India,15-06-2019,Saturday,June,Evening,Delhi,Cochin,DEL → AMD → BOM → COK,4,Two Stops,19:45,19:15,16-06-2019,23h 30m,2,No info,9653,1410,No
Jet Airways,24-05-2019,Friday,May,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,20:00,12:00,25-05-2019,16h,1,No info,14571,960,No
